period,strat_total_return,strat_cagr,strat_sharpe,strat_sortino,strat_max_dd,spy_total_return,spy_cagr,spy_sharpe,spy_sortino,spy_max_dd,total_trades,profit_take_fills,stop_loss_fills,closed_positions,win_rate,avg_gain_profit_take,avg_loss_stop_loss
2015-01-01__2025-12-31,0.49066835453047575,0.03705506172043238,-0.15381316795947952,-0.18878382927735282,-0.08070034021438788,3.026117196348161,0.13534770978794364,0.5501958471610134,0.672499969501128,-0.33710214757636203,3807,1455,1896,461,0.5184381778741866,-0.0005896416370703692,0.0012210665258923967
