period,strat_total_return,strat_cagr,strat_sharpe,strat_sortino,strat_max_dd,spy_total_return,spy_cagr,spy_sharpe,spy_sortino,spy_max_dd,total_trades,profit_take_fills,stop_loss_fills,closed_positions,win_rate,avg_gain_profit_take,avg_loss_stop_loss
2015-01-01__2025-12-31,4.246359295097068,0.16307391090139722,0.6790386279274591,0.8417522426994318,-0.33650153670378946,3.026117196348161,0.13534770978794364,0.5501958471610134,0.672499969501128,-0.33710214757636203,456,0,0,6,0.0,,
